Country Code,City,Location,Coordinates,Pollutant,Source Name,Unit,Value,Last Updated,Country Label
CN,阳江市,两阳中学,21.8947:111.9765,SO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,焦作市,中站许衡医院,35.2539:113.1656,O3,ChinaAQIData,µg/m³,158.0,2021-08-09T13:00:00+02:00,China
CN,大同市,云冈站,40.1122:113.1367,NO2,ChinaAQIData,µg/m³,2.0,2021-08-09T13:00:00+02:00,China
CN,石家庄市,井陉矿区区委大楼,38.0591645:114.0504658,NO2,ChinaAQIData,µg/m³,19.0,2021-08-09T13:00:00+02:00,China
CN,广州市,从化街口,23.5491:113.5717,PM2.5,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,大同市,区一中,40.0461:113.5931,O3,ChinaAQIData,µg/m³,174.0,2021-08-09T13:00:00+02:00,China
CN,广州市,南沙黄阁,22.8168:113.4922,O3,ChinaAQIData,µg/m³,85.0,2021-08-09T13:00:00+02:00,China
CN,曲靖市,南苑二区,25.462:103.7947,PM2.5,ChinaAQIData,µg/m³,12.0,2021-08-09T13:00:00+02:00,China
CN,伊春市,双子河社区,47.8474:128.8431,O3,ChinaAQIData,µg/m³,30.0,2021-08-09T13:00:00+02:00,China
CN,台州市,台州科技职业学院,28.6681:121.2568,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,洛阳市,吉利监测站,34.8993:112.5736,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,东营市,垦利区民丰路,37.565:118.5719,NO2,ChinaAQIData,µg/m³,27.0,2021-08-09T13:00:00+02:00,China
CN,大同市,大同市卫生学校,40.0597:113.3397,PM2.5,ChinaAQIData,µg/m³,15.0,2021-08-09T13:00:00+02:00,China
CN,乌鲁木齐市,大绿谷,43.8411:87.4921,O3,ChinaAQIData,µg/m³,144.0,2021-08-09T13:00:00+02:00,China
CN,德州市,太阳城中学,37.4094:116.3572,SO2,ChinaAQIData,µg/m³,3.0,2021-08-09T13:00:00+02:00,China
CN,上海市,奉贤南桥新城,30.925:121.4891,NO2,ChinaAQIData,µg/m³,29.0,2021-08-09T13:00:00+02:00,China
CN,泰州市,姜堰区政府广场,32.5099:120.1259,PM10,ChinaAQIData,µg/m³,54.0,2021-08-09T13:00:00+02:00,China
CN,淮南市,山南新区,32.5893:117.0108,PM2.5,ChinaAQIData,µg/m³,20.0,2021-08-09T13:00:00+02:00,China
CN,日照市,岚山环保分局,35.1044:119.3266,NO2,ChinaAQIData,µg/m³,12.0,2021-08-09T13:00:00+02:00,China
CN,上饶市,广丰区教体局,28.4401:118.1953,SO2,ChinaAQIData,µg/m³,3.0,2021-08-09T13:00:00+02:00,China
CN,天津市,建设路,39.7169:117.3045,O3,ChinaAQIData,µg/m³,176.0,2021-08-09T13:00:00+02:00,China
CN,西安市,文体局,34.1164:108.6116,O3,ChinaAQIData,µg/m³,161.0,2021-08-09T13:00:00+02:00,China
CN,西安市,文体局,34.1164:108.6116,SO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,沧州市,河北水利电力学院,38.3004:116.8136,NO2,ChinaAQIData,µg/m³,9.0,2021-08-09T13:00:00+02:00,China
CN,乌海市,海北新区,39.7274:106.813,PM10,ChinaAQIData,µg/m³,16.0,2021-08-09T13:00:00+02:00,China
CN,重庆市,滩子口,29.0244:106.6479,NO2,ChinaAQIData,µg/m³,10.0,2021-08-09T13:00:00+02:00,China
CN,广州市,番禺大学城,23.0483:113.3942,PM2.5,ChinaAQIData,µg/m³,12.0,2021-08-09T13:00:00+02:00,China
CN,嘉兴市,秀洲住建,30.7739:120.6916,PM10,ChinaAQIData,µg/m³,39.0,2021-08-09T13:00:00+02:00,China
CN,嘉兴市,秀洲住建,30.7739:120.6916,PM2.5,ChinaAQIData,µg/m³,25.0,2021-08-09T13:00:00+02:00,China
CN,成都市,科学城,30.4072:104.0789,SO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,遵义市,第十二小学,27.5919:106.8547,O3,ChinaAQIData,µg/m³,100.0,2021-08-09T13:00:00+02:00,China
CN,遵义市,第十二小学,27.5919:106.8547,SO2,ChinaAQIData,µg/m³,3.0,2021-08-09T13:00:00+02:00,China
CN,鄂州市,精准医疗中心,30.4089:114.8094,PM10,ChinaAQIData,µg/m³,35.0,2021-08-09T13:00:00+02:00,China
CN,洛阳市,英才小学,34.6781:112.4388,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,大庆市,萨区政府监测点,46.634:125.141,SO2,ChinaAQIData,µg/m³,12.0,2021-08-09T13:00:00+02:00,China
CN,石家庄市,藁城区实验学校,38.0322033:114.8506765,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,苏州市,越秀幼儿园,31.1733:120.624,PM2.5,ChinaAQIData,µg/m³,26.0,2021-08-09T13:00:00+02:00,China
CN,毕节市,长征村,27.3533:105.3631,O3,ChinaAQIData,µg/m³,101.0,2021-08-09T13:00:00+02:00,China
CA,ONTARIO,Toronto Downtown,43.6619:-79.3853,O3,AirNow,ppm,0.019,2021-01-28T16:00:00+01:00,Canada
CL,Santiago,Parque O'Higgins,-33.464142:-70.660797,CO,Chile - SINCA,µg/m³,1511.14,2021-08-20T23:00:00+02:00,Chile
CL,Coyhaique,Coyhaique II,-45.579045667164:-72.049964505825,CO,Chile - SINCA,µg/m³,974.16,2021-08-20T23:00:00+02:00,Chile
CL,Concón,Las Gaviotas,-32.915458:-71.48148,CO,Chile - SINCA,µg/m³,195.91,2021-08-20T23:00:00+02:00,Chile
CL,Valdivia,Valdivia,-39.831316104673:-73.22851282209,CO,Chile - SINCA,µg/m³,1242.4,2021-08-20T23:00:00+02:00,Chile
CL,Quintero,Quintero,-32.772516452112:-71.535303287094,O3,Chile - SINCA,µg/m³,45.57,2021-08-20T23:00:00+02:00,Chile
CL,Quintero,Centro Quintero,-32.7877756097:-71.532282798966,CO,Chile - SINCA,µg/m³,314.17,2021-08-20T23:00:00+02:00,Chile
CL,Puchuncaví,Puchuncaví,-32.718839486418:-71.407960598881,NO2,Chile - SINCA,µg/m³,33.31,2021-08-20T23:00:00+02:00,Chile
CN,黄山市,黄山东路89号,29.7178:118.327,PM2.5,ChinaAQIData,µg/m³,17.0,2021-08-09T13:00:00+02:00,China
CN,合肥市,瑶海区,31.8586:117.336,PM2.5,ChinaAQIData,µg/m³,29.0,2021-08-09T13:00:00+02:00,China
CN,合肥市,庐阳区,31.9436:117.266,CO,ChinaAQIData,µg/m³,800.0,2021-08-09T13:00:00+02:00,China
CN,合肥市,包河区,31.7964:117.3027,PM10,ChinaAQIData,µg/m³,66.0,2021-08-09T13:00:00+02:00,China
CN,铜陵市,车站新区,30.9413:117.846,PM10,ChinaAQIData,µg/m³,82.0,2021-08-09T13:00:00+02:00,China
CN,石家庄市,高新区,38.0266:114.6063,CO,ChinaAQIData,µg/m³,700.0,2021-08-09T13:00:00+02:00,China
CN,宣城市,敬亭山子站,30.9743:118.7385,SO2,ChinaAQIData,µg/m³,9.0,2021-08-09T13:00:00+02:00,China
CN,芜湖市,监测站,31.3519:118.3606,CO,ChinaAQIData,µg/m³,1400.0,2021-08-09T13:00:00+02:00,China
CN,淮北市,职业技术学院,33.9477:116.7856,NO2,ChinaAQIData,µg/m³,16.0,2021-08-09T13:00:00+02:00,China
CN,淮南市,八公山区政府,32.633:116.8281,PM2.5,ChinaAQIData,µg/m³,21.0,2021-08-09T13:00:00+02:00,China
CN,石家庄市,职工医院,38.0444:114.4422,O3,ChinaAQIData,µg/m³,198.0,2021-08-09T13:00:00+02:00,China
CN,济南市,技术学院,36.229:117.6795,O3,ChinaAQIData,µg/m³,211.0,2021-08-09T13:00:00+02:00,China
CN,天津市,团泊洼(对照点),38.9194:117.157,PM2.5,ChinaAQIData,µg/m³,22.0,2021-08-09T13:00:00+02:00,China
CN,太原市,上兰(对照点),38.0108:112.434,PM2.5,ChinaAQIData,µg/m³,40.0,2021-08-09T13:00:00+02:00,China
CN,池州市,展览馆,30.6617:117.4918,O3,ChinaAQIData,µg/m³,193.0,2021-08-09T13:00:00+02:00,China
CN,铁岭市,水上乐园,42.2923:123.8649,PM2.5,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,保定市,监测站,38.8639:115.5086,O3,ChinaAQIData,µg/m³,201.0,2021-08-09T13:00:00+02:00,China
CN,开封市,龙亭公园,34.8106:114.3438,CO,ChinaAQIData,µg/m³,300.0,2021-08-09T13:00:00+02:00,China
CN,重庆市,龙洲湾,29.4153:106.5507,O3,ChinaAQIData,µg/m³,93.0,2021-08-09T13:00:00+02:00,China
CN,天津市,大理道,39.1067:117.1941,PM2.5,ChinaAQIData,µg/m³,21.0,2021-08-09T13:00:00+02:00,China
CN,宜春市,宜春学院北校区,27.8097:114.375,PM2.5,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,忻州市,市政府,38.4153:112.7283,SO2,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,扬州市,广陵建设局,32.3942:119.4686,PM2.5,ChinaAQIData,µg/m³,40.0,2021-08-09T13:00:00+02:00,China
CN,天津市,河西一经路,39.2474:117.7918,PM2.5,ChinaAQIData,µg/m³,33.0,2021-08-09T13:00:00+02:00,China
CN,漳州市,漳州党校,24.5183:114.6622,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,烟台市,牟平检察院,37.4014:121.5992,SO2,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,大兴安岭地区,红旗社区,50.4278:124.1164,NO2,ChinaAQIData,µg/m³,3.0,2021-08-08T10:00:00+02:00,China
CN,常州市,经开区,31.7748:120.0522,O3,ChinaAQIData,µg/m³,221.0,2021-08-09T13:00:00+02:00,China
CN,漳州市,蓝田镇,24.506:117.7116,NO2,ChinaAQIData,µg/m³,12.0,2021-08-09T13:00:00+02:00,China
CN,迪庆州,质量技术监督局,27.8094:99.7136,O3,ChinaAQIData,µg/m³,79.0,2021-08-09T13:00:00+02:00,China
CN,唐山市,路南电大,39.6202:118.1436,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,南昌市,外国语学校,28.7031:115.9721,SO2,ChinaAQIData,µg/m³,4.0,2021-08-09T13:00:00+02:00,China
CN,济南市,东山小学,36.6868:117.532,SO2,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,七台河市,新建矿广场,45.8222:130.8781,NO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,济南市,长清党校,36.5484:116.7675,CO,ChinaAQIData,µg/m³,1000.0,2021-08-09T13:00:00+02:00,China
CN,那曲地区,那曲监测站,31.4846:92.0657,O3,ChinaAQIData,µg/m³,77.0,2021-08-09T13:00:00+02:00,China
CN,石家庄市,22中南校区,38.0378:114.5481,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,石家庄市,西北水源,38.1328:114.4898,SO2,ChinaAQIData,µg/m³,8.0,2021-08-08T10:00:00+02:00,China
CN,诸暨市,富林印务,29.732:120.209,O3,ChinaAQIData,µg/m³,155.0,2021-08-09T13:00:00+02:00,China
CN,衡阳市,珠晖区环保局,26.8956:112.6211,O3,ChinaAQIData,µg/m³,128.0,2021-08-09T13:00:00+02:00,China
CN,清远市,技师学院,23.6344:113.0477,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
AT,Tirol,AT72910,46.8277319994643:12.765622,CO,EEA Austria,µg/m³,1044.51549,2021-12-31T00:00:00+01:00,Austria
AT,Tirol,AT72223,47.2395527994649:11.390653,PM10,EEA Austria,µg/m³,7.27649974,2021-12-31T00:00:00+01:00,Austria
AU,Mount Isa,The Gap,-20.7264:139.498,PM2.5,Australia - Queensland,µg/m³,3.8,2021-12-09T01:00:00+01:00,Australia
AU,Bright NE Planned Burns,Bright NE Planned Burns,-36.7321625:146.9701,PM2.5,Australia - Victoria,µg/m³,0.65,2021-03-22T04:00:00+01:00,Australia
CN,本溪市,溪湖,41.3325:123.7567,PM2.5,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,十堰市,滨河新村,32.6494:110.78,PM10,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,汕头市,濠江子站,23.2775:116.7258,O3,ChinaAQIData,µg/m³,67.0,2021-08-09T13:00:00+02:00,China
CN,曲靖市,烟厂办公区,25.5364:103.8,SO2,ChinaAQIData,µg/m³,4.0,2021-08-09T13:00:00+02:00,China
CN,贵阳市,燕子冲,26.6343:106.7487,CO,ChinaAQIData,µg/m³,800.0,2021-08-09T13:00:00+02:00,China
CN,乐山市,牛耳桥,29.5844:103.7627,PM10,ChinaAQIData,µg/m³,22.0,2021-08-09T13:00:00+02:00,China
CN,铜川市,王益区政府,35.0697:109.0697,SO2,ChinaAQIData,µg/m³,4.0,2021-08-09T13:00:00+02:00,China
CN,潍坊市,环保局,36.7023:119.1437,SO2,ChinaAQIData,µg/m³,3.0,2021-08-09T13:00:00+02:00,China
CN,柳州市,环保监测站,24.3277:109.4157,PM10,ChinaAQIData,µg/m³,28.0,2021-08-09T13:00:00+02:00,China
CN,温州市,瓯海,28.0089:120.634,O3,ChinaAQIData,µg/m³,162.0,2021-08-09T13:00:00+02:00,China
CN,娄底市,市监测站,27.725:111.9975,PM2.5,ChinaAQIData,µg/m³,28.0,2021-08-09T13:00:00+02:00,China
CN,沧州市,电视转播站,38.3254:116.8584,O3,ChinaAQIData,µg/m³,177.0,2021-08-09T13:00:00+02:00,China
CN,泰州市,留学生创业园,32.4639:119.888,CO,ChinaAQIData,µg/m³,800.0,2021-08-09T13:00:00+02:00,China
CN,晋城市,白云商贸,35.4936:112.8318,O3,ChinaAQIData,µg/m³,170.0,2021-08-09T13:00:00+02:00,China
CN,宁波市,白沙活动中心,29.8975:121.5594,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,长治市,监测站,36.1989:113.1031,NO2,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,长治市,监测站,36.1989:113.1031,SO2,ChinaAQIData,µg/m³,16.0,2021-08-09T13:00:00+02:00,China
CN,昭通市,监测站,27.3736:103.7667,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,武威市,监测站,37.9251:102.6201,NO2,ChinaAQIData,µg/m³,19.0,2021-08-09T13:00:00+02:00,China
CN,武威市,监测站,37.9251:102.6201,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,武威市,监测站,37.9251:102.6201,O3,ChinaAQIData,µg/m³,137.0,2021-08-09T13:00:00+02:00,China
CN,秦皇岛市,监测站,39.9499:119.5897,SO2,ChinaAQIData,µg/m³,4.0,2021-08-09T13:00:00+02:00,China
CN,许昌市,监测站,34.0159:113.8276,PM2.5,ChinaAQIData,µg/m³,16.0,2021-08-09T13:00:00+02:00,China
CN,连云港市,矿山设计院,34.5911:119.1478,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,邯郸市,矿院,36.5713:114.4918,SO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,贵阳市,碧云窝,26.4365:106.6555,NO2,ChinaAQIData,µg/m³,22.0,2021-08-09T13:00:00+02:00,China
CN,兴安盟,科右前旗环保局,46.0741:121.9504,NO2,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,济南市,科干所,36.6114:116.9862,SO2,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,六盘水市,窑上(对照点),26.5892:104.8,PM2.5,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,福州市,紫阳,26.0746:119.317,PM2.5,ChinaAQIData,µg/m³,18.0,2021-08-09T13:00:00+02:00,China
CN,中山市,紫马岭,22.5111:113.4075,O3,ChinaAQIData,µg/m³,73.0,2021-08-09T13:00:00+02:00,China
CN,中山市,紫马岭,22.5111:113.4075,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,黄冈市,红卫路,30.4519:114.8858,SO2,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,宁波市,龙赛医院,29.9572:121.713,NO2,ChinaAQIData,µg/m³,15.0,2021-08-09T13:00:00+02:00,China
CN,安阳市,红庙街,36.1017:114.3551,PM2.5,ChinaAQIData,µg/m³,32.0,2021-08-09T13:00:00+02:00,China
CN,西安市,高新西区,34.2322:108.8922,PM10,ChinaAQIData,µg/m³,34.0,2021-08-09T13:00:00+02:00,China
CN,襄阳市,高新管委会,32.1142:112.1825,O3,ChinaAQIData,µg/m³,113.0,2021-08-09T13:00:00+02:00,China
CN,绵阳市,高新区自来水公司,31.4668:104.6697,NO2,ChinaAQIData,µg/m³,24.0,2021-08-09T13:00:00+02:00,China
CN,遂宁市,美宁食品公司,30.4728:105.5918,PM10,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,汕头市,龙湖子站,23.3633:116.7244,PM2.5,ChinaAQIData,µg/m³,17.0,2021-08-09T13:00:00+02:00,China
CN,晋城市,自来水公司,35.5051:112.85,SO2,ChinaAQIData,µg/m³,4.0,2021-08-09T13:00:00+02:00,China
CN,广州市,花都师范,23.3916:113.2146,PM2.5,ChinaAQIData,µg/m³,9.0,2021-08-09T13:00:00+02:00,China
CN,广州市,花都师范,23.3916:113.2146,O3,ChinaAQIData,µg/m³,81.0,2021-08-09T13:00:00+02:00,China
CN,南京市,草场门,32.0551:118.7538,O3,ChinaAQIData,µg/m³,181.0,2021-08-09T13:00:00+02:00,China
CN,莆田市,荔城区仓后路,25.4325:119.0141,PM2.5,ChinaAQIData,µg/m³,14.0,2021-08-09T13:00:00+02:00,China
CN,常熟市,菱塘子站,31.656:120.734,O3,ChinaAQIData,µg/m³,256.0,2021-08-09T13:00:00+02:00,China
CN,深圳市,葵涌,22.6342:114.41,PM2.5,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,常州市,行政中心,31.8174:119.9805,SO2,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,襄阳市,襄城运动路,32.0197:112.155,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,丽江市,西南郊(对照点),26.8576:100.2143,SO2,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,凉山彝族自治州,西昌市政府,27.898:102.2625,NO2,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,益阳市,赫山环保分局,28.5819:112.3744,SO2,ChinaAQIData,µg/m³,3.0,2021-08-09T13:00:00+02:00,China
CN,长沙市,高开区环保局,28.2189:112.8872,PM10,ChinaAQIData,µg/m³,26.0,2021-08-09T13:00:00+02:00,China
CN,达州市,达县机关宾馆,31.1986:107.5082,O3,ChinaAQIData,µg/m³,90.0,2021-08-09T13:00:00+02:00,China
CN,邢台市,邢师高专,37.0349:114.5062,PM10,ChinaAQIData,µg/m³,38.0,2021-08-08T10:00:00+02:00,China
CN,金坛市,金坛市自来水公司,31.737:119.579,O3,ChinaAQIData,µg/m³,208.0,2021-08-09T13:00:00+02:00,China
CN,金坛市,金坛市自来水公司,31.737:119.579,CO,ChinaAQIData,µg/m³,1100.0,2021-08-09T13:00:00+02:00,China
CN,贵阳市,鉴湖路,26.6266:106.6243,SO2,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,辽阳市,铁西工业园,41.2991:123.149,CO,ChinaAQIData,µg/m³,600.0,2021-08-08T10:00:00+02:00,China
CN,乌鲁木齐市,铁路局,43.8711:87.5525,PM10,ChinaAQIData,µg/m³,37.0,2021-08-09T13:00:00+02:00,China
CN,铜仁地区,铜仁七中,27.6944:109.1753,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,铜仁地区,铜仁七中,27.6944:109.1753,PM10,ChinaAQIData,µg/m³,42.0,2021-08-09T13:00:00+02:00,China
CN,营口市,镜湖西路,40.6511:122.215,NO2,ChinaAQIData,µg/m³,9.0,2021-08-09T13:00:00+02:00,China
CN,青岛市,黄岛区子站,35.9608:120.1983,NO2,ChinaAQIData,µg/m³,16.0,2021-08-09T13:00:00+02:00,China
CN,石河子市,阳光学校,44.3075:86.0697,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,景德镇市,陶研所,29.2956:117.2461,NO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,永州市,零陵区环保局,26.2331:111.6236,O3,ChinaAQIData,µg/m³,77.0,2021-08-09T13:00:00+02:00,China
CN,昆山市,震川中学,31.381:120.999,SO2,ChinaAQIData,µg/m³,14.0,2021-08-09T13:00:00+02:00,China
CN,上海市,静安监测站,31.2261:121.425,PM10,ChinaAQIData,µg/m³,56.0,2021-08-09T13:00:00+02:00,China
CN,湛江市,麻章区环保局,21.2679:110.3316,SO2,ChinaAQIData,µg/m³,4.0,2021-08-09T13:00:00+02:00,China
CN,长沙市,马坡岭,28.2053:113.0792,PM10,ChinaAQIData,µg/m³,23.0,2021-08-09T13:00:00+02:00,China
CN,北京市,万寿西宫,39.8784:116.3621,PM2.5,ChinaAQIData,µg/m³,14.0,2021-08-09T13:00:00+02:00,China
CN,北京市,万寿西宫,39.8784:116.3621,O3,ChinaAQIData,µg/m³,191.0,2021-08-09T13:00:00+02:00,China
CN,乌鲁木齐市,三十一中学,43.831:87.6432,NO2,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,苏州市,上方山(对照点),31.2472:120.561,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,苏州市,上方山(对照点),31.2472:120.561,NO2,ChinaAQIData,µg/m³,25.0,2021-08-09T13:00:00+02:00,China
CN,惠州市,下埔横江三路子站,23.0822:114.4053,PM2.5,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,惠州市,下埔横江三路子站,23.0822:114.4053,SO2,ChinaAQIData,µg/m³,4.0,2021-08-09T13:00:00+02:00,China
CN,无锡市,东亭,31.5863:120.3489,PM2.5,ChinaAQIData,µg/m³,34.0,2021-08-09T13:00:00+02:00,China
CN,葫芦岛市,东城区,40.7677:120.8695,NO2,ChinaAQIData,µg/m³,43.0,2021-08-09T13:00:00+02:00,China
CN,吉林市,东局子,43.8358:126.5844,CO,ChinaAQIData,µg/m³,800.0,2021-08-09T13:00:00+02:00,China
CN,盘锦市,新生街道,41.1028:121.8297,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,沈阳市,新秀街,41.6989:123.4231,NO2,ChinaAQIData,µg/m³,52.0,2021-08-09T13:00:00+02:00,China
CN,大连市,星海三站,38.8845:121.5637,CO,ChinaAQIData,µg/m³,800.0,2021-08-09T13:00:00+02:00,China
CN,西安市,曲江文化产业集团,34.1978:108.985,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,抚顺市,望花区,41.8491:123.7977,NO2,ChinaAQIData,µg/m³,47.0,2021-08-09T13:00:00+02:00,China
CN,牡丹江市,机车工厂,44.6075:129.6364,O3,ChinaAQIData,µg/m³,68.0,2021-08-09T13:00:00+02:00,China
CN,湘潭市,板塘,27.8614:112.9433,PM10,ChinaAQIData,µg/m³,15.0,2021-08-09T13:00:00+02:00,China
CN,南昌市,林科所,28.7442:115.8126,O3,ChinaAQIData,µg/m³,203.0,2021-08-09T13:00:00+02:00,China
CN,十堰市,武当山(对照点),32.395:111.0419,SO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,菏泽市,气象局,35.2464:115.4208,CO,ChinaAQIData,µg/m³,700.0,2021-08-09T13:00:00+02:00,China
CN,菏泽市,气象局,35.2464:115.4208,NO2,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,咸阳市,气象站(对照点),34.3956:108.7197,NO2,ChinaAQIData,µg/m³,22.0,2021-08-09T13:00:00+02:00,China
CN,张家界市,永定新区,29.1217:110.5319,PM10,ChinaAQIData,µg/m³,41.0,2021-08-09T13:00:00+02:00,China
CN,铁岭市,汇工街西,42.3022:123.8139,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,武汉市,汉口江滩,30.5944:114.3014,NO2,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,陇南市,汉王镇固水子(对照点),33.3261:105.0822,PM10,ChinaAQIData,µg/m³,25.0,2021-08-09T13:00:00+02:00,China
CN,临沂市,沂河小区,35.0532:118.3429,NO2,ChinaAQIData,µg/m³,15.0,2021-08-09T13:00:00+02:00,China
CN,抚顺市,沈抚新城,41.8391:123.7086,PM2.5,ChinaAQIData,µg/m³,16.0,2021-08-09T13:00:00+02:00,China
CN,沈阳市,沈辽西路,41.7347:123.2444,O3,ChinaAQIData,µg/m³,194.0,2021-08-09T13:00:00+02:00,China
CN,南宁市,沙井镇街道办,22.7757:108.2257,O3,ChinaAQIData,µg/m³,86.0,2021-08-09T13:00:00+02:00,China
CN,成都市,沙河铺,30.6306:104.1122,PM2.5,ChinaAQIData,µg/m³,22.0,2021-08-09T13:00:00+02:00,China
CN,怀化市,河西地税局,27.5444:109.9453,O3,ChinaAQIData,µg/m³,97.0,2021-08-09T13:00:00+02:00,China
CN,晋城市,泽州一中,35.4828:112.8271,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,上海市,浦东新区监测站,31.2284:121.533,PM2.5,ChinaAQIData,µg/m³,18.0,2021-08-09T13:00:00+02:00,China
CN,海口市,海南师范大学,19.9969:110.338,O3,ChinaAQIData,µg/m³,74.0,2021-08-09T13:00:00+02:00,China
CN,句容市,消防指挥中心,31.955:119.146,SO2,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,娄底市,涟钢,27.7569:111.9561,PM2.5,ChinaAQIData,µg/m³,14.0,2021-08-09T13:00:00+02:00,China
CN,保定市,游泳馆,38.8632:115.493,O3,ChinaAQIData,µg/m³,195.0,2021-08-09T13:00:00+02:00,China
CN,石嘴山市,大武口朝阳西街,39.0145:106.3668,PM10,ChinaAQIData,µg/m³,22.0,2021-08-09T13:00:00+02:00,China
CN,昌吉州,天山天池(对照点),43.8886:88.1236,PM2.5,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,昌吉州,天山天池(对照点),43.8886:88.1236,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,驻马店市,天方二分厂,32.9771:113.9976,O3,ChinaAQIData,µg/m³,127.0,2021-08-09T13:00:00+02:00,China
CN,驻马店市,市一纸厂,32.9656:114.0189,PM2.5,ChinaAQIData,µg/m³,16.0,2021-08-09T13:00:00+02:00,China
CN,广州市,帽峰山森林公园(对照点),23.3035:113.443,PM10,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,马鞍山市,慈湖,31.7231:118.5228,O3,ChinaAQIData,µg/m³,193.0,2021-08-09T13:00:00+02:00,China
CN,来宾市,来宾技工学校,23.7256:109.2203,O3,ChinaAQIData,µg/m³,96.0,2021-08-09T13:00:00+02:00,China
